segment_id	unit_x	doc_id_x	bertopic_topic	bertopic_is_outlier	bertopic_probability	embedding_model	text_preview_x	source_xml_x	xml_doc_index_x	title_x	author_x	century_x	genre_x	publication_x	category_x	year_x	language_x	gerne_x	cemtury_x	unit_y	doc_id_y	sent_ids	n_sent_ids	token_count	word_token_count	lemma_token_count	text_preview_y	source_xml_y	xml_doc_index_y	title_y	author_y	century_y	genre_y	publication_y	category_y	year_y	language_y	gerne_y	cemtury_y	_score	review_source
wikivir-013365::window::7	window	wikivir-013365	13	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	jela vstajati skrivnostno tolažilna misel na Onegaki je za nas krvavi kot potilPri prvem seluše ne na pol strminepridejo Najsvetejšemu nasproti odrastliotroci in otročiči ter je tiho spremljalo do zad	wikivir.xml	13365	Kvišku in naprej	Ferdo Delak	20.0	kratka proza			1920.0				window	wikivir-013365	wikivir-013365.s000176|wikivir-013365.s000177|wikivir-013365.s000179|wikivir-013365.s000180|wikivir-013365.s000181|wikivir-013365.s000182|wikivir-013365.s000183|wikivir-013365.s000184|wikivir-013365.s000185|wikivir-013365.s000186|wikivir-013365.s000187|wikivir-013365.s000188|wikivir-013365.s000189|wikivir-013365.s000190|wikivir-013365.s000191|wikivir-013365.s000192|wikivir-013365.s000193|wikivir-013365.s000194|wikivir-013365.s000195|wikivir-013365.s000196	51	300	300	161	jela vstajati skrivnostno tolažilna misel na Onegaki je za nas krvavi kot potilPri prvem seluše ne na pol strminepridejo Najsvetejšemu nasproti odrastliotroci in otročiči ter je tiho spremljalo do zadnje hišeTam prejmejo blagoslov ter kleče počakajodokler ne izgine duhovnik za ovinkom v višiniTo je 	wikivir.xml	13365	Kvišku in naprej	Ferdo Delak	20	kratka proza			1920.0				0.0	random
wikivir-000125::window::1	window	wikivir-000125	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	Ko je dopolnil general ErgerBerger trideset letje začutil potreboda gre v pokojZa domovino si je bil nabral že toliko zaslugda se je zdela gospodi njegova želja popolnoma pravičnaDali so mu odpust bre	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000125	wikivir-000125.s000001|wikivir-000125.s000002|wikivir-000125.s000003|wikivir-000125.s000004|wikivir-000125.s000005|wikivir-000125.s000006|wikivir-000125.s000007|wikivir-000125.s000008|wikivir-000125.s000009|wikivir-000125.s000010|wikivir-000125.s000011|wikivir-000125.s000012|wikivir-000125.s000013|wikivir-000125.s000014|wikivir-000125.s000015|wikivir-000125.s000016|wikivir-000125.s000017|wikivir-000125.s000018|wikivir-000125.s000019|wikivir-000125.s000020	20	300	300	152	Ko je dopolnil general ErgerBerger trideset letje začutil potreboda gre v pokojZa domovino si je bil nabral že toliko zaslugda se je zdela gospodi njegova želja popolnoma pravičnaDali so mu odpust brez dolgega odlaganjaSlabo se mu ni godilo niti v vojaški službiali jesti in piti vendar ni mogel vsel	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000125::window::14	window	wikivir-000125	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	zbegalda je ležal več tednov bolanOd takrat je črtil ne le Vlaheampak tudi njihovo pečenkoZ lepo svojo gospo Notburgo je živel grof v slogi in prijaznostiZa mlajših let ni zaničeval niti kmetiških dek	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000125	wikivir-000125.s000117|wikivir-000125.s000118|wikivir-000125.s000119|wikivir-000125.s000120|wikivir-000125.s000121|wikivir-000125.s000122|wikivir-000125.s000123|wikivir-000125.s000124|wikivir-000125.s000125|wikivir-000125.s000126|wikivir-000125.s000127|wikivir-000125.s000128|wikivir-000125.s000129|wikivir-000125.s000130|wikivir-000125.s000131|wikivir-000125.s000132|wikivir-000125.s000133|wikivir-000125.s000134|wikivir-000125.s000135	19	300	300	144	zbegalda je ležal več tednov bolanOd takrat je črtil ne le Vlaheampak tudi njihovo pečenkoZ lepo svojo gospo Notburgo je živel grof v slogi in prijaznostiZa mlajših let ni zaničeval niti kmetiških deklicTudi v zakonu je gledal kaj rad naše brdke DolenjkeV tem se ni razlikoval prav nič od drugih graš	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000125::window::19	window	wikivir-000125	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	pravo kazen tako dobro pogodil in izvršilKupila mu je lepogosposko oblekoprosto kmečko ime Janez spremenila mu v Žandelj in niti vpričo Ijudi ga ni imenovala odslej nikoli drugače negoprijatelj mojErg	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000125	wikivir-000125.s000161|wikivir-000125.s000162|wikivir-000125.s000163|wikivir-000125.s000164|wikivir-000125.s000165|wikivir-000125.s000166|wikivir-000125.s000167|wikivir-000125.s000168|wikivir-000125.s000169|wikivir-000125.s000170|wikivir-000125.s000171|wikivir-000125.s000172|wikivir-000125.s000173|wikivir-000125.s000174|wikivir-000125.s000175|wikivir-000125.s000176|wikivir-000125.s000177|wikivir-000125.s000178	18	300	300	155	pravo kazen tako dobro pogodil in izvršilKupila mu je lepogosposko oblekoprosto kmečko ime Janez spremenila mu v Žandelj in niti vpričo Ijudi ga ni imenovala odslej nikoli drugače negoprijatelj mojErgerBerger je imel pri sebi tudi svojo staro sestroki je bila zatratila lepi svoj imetek na jako čuden	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000125::window::63	window	wikivir-000125	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	in nje družineda ni več grofnego zopet tak bore kmetičkakršen je bil ves čas svojega življenjarazen nekoliko zlatih uricki so mu tako hitro minileLjudje so bili nanj tako razkačenida se niso hoteli ni	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000125	wikivir-000125.s000572|wikivir-000125.s000573|wikivir-000125.s000574|wikivir-000125.s000575|wikivir-000125.s000576|wikivir-000125.s000577|wikivir-000125.s000578|wikivir-000125.s000579|wikivir-000125.s000580|wikivir-000125.s000581|wikivir-000125.s000582|wikivir-000125.s000583|wikivir-000125.s000584	13	300	300	139	in nje družineda ni več grofnego zopet tak bore kmetičkakršen je bil ves čas svojega življenjarazen nekoliko zlatih uricki so mu tako hitro minileLjudje so bili nanj tako razkačenida se niso hoteli nikoli več z njim sprijaznitiin tudi Barba mu dolgo ni mogla oprostiti grofice Žganje in Zoretove Ančk	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000125::window::66	window	wikivir-000125	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	storiti samdovoljuje rad svojim mladim gostomPavel je sploh hudo zabavljal gospodiZa mlajših let je bil radi tega večkrat do krvi šiban in bičanPozneje se je naučil molčativsaj vpričo grajskih podrepn	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000125	wikivir-000125.s000595|wikivir-000125.s000596|wikivir-000125.s000597|wikivir-000125.s000598|wikivir-000125.s000599|wikivir-000125.s000600|wikivir-000125.s000601|wikivir-000125.s000602|wikivir-000125.s000603|wikivir-000125.s000604|wikivir-000125.s000605|wikivir-000125.s000606|wikivir-000125.s000607|wikivir-000125.s000608|wikivir-000125.s000609|wikivir-000125.s000610|wikivir-000125.s000611|wikivir-000125.s000612|wikivir-000125.s000613|wikivir-000125.s000614	20	300	300	159	storiti samdovoljuje rad svojim mladim gostomPavel je sploh hudo zabavljal gospodiZa mlajših let je bil radi tega večkrat do krvi šiban in bičanPozneje se je naučil molčativsaj vpričo grajskih podrepnikov ni zinil nikoli ni besede proti grofuDruštva se ni branilpil pa ni v njem nikoli tolikoda bi ga	wikivir.xml	125	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000126::window::14	window	wikivir-000126	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	pritiskale dušo domoljubnemu poštenjakuZaklel se jeda se nikomur ne umakne z brodaHumpenhorsta je smatral za izdajalcaIste misli so obhajale tudi druge brambovceGrofa so črtiliker je bila znana vsi de	wikivir.xml	126	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000126	wikivir-000126.s000110|wikivir-000126.s000111|wikivir-000126.s000112|wikivir-000126.s000113|wikivir-000126.s000114|wikivir-000126.s000115|wikivir-000126.s000116|wikivir-000126.s000117|wikivir-000126.s000118|wikivir-000126.s000119|wikivir-000126.s000120|wikivir-000126.s000121|wikivir-000126.s000122|wikivir-000126.s000123|wikivir-000126.s000124|wikivir-000126.s000125|wikivir-000126.s000126|wikivir-000126.s000127|wikivir-000126.s000128|wikivir-000126.s000129	22	300	300	173	pritiskale dušo domoljubnemu poštenjakuZaklel se jeda se nikomur ne umakne z brodaHumpenhorsta je smatral za izdajalcaIste misli so obhajale tudi druge brambovceGrofa so črtiliker je bila znana vsi deželi njegova nečloveška krutost proti podložnim kmetomPoslušali so ga neradikajti niso mu ničesar ve	wikivir.xml	126	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000127::window::2	window	wikivir-000127	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	še na dolguTudi meščani so se bahali in šopirili z nemščinoposebno mojstri in bogatiniTeh pa ni bilo malo za moje mladostiTakrat se je dobro živelopa tudi veliko zaslužiloDenar se je trkljal od vseh s	wikivir.xml	127	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000127	wikivir-000127.s000009|wikivir-000127.s000010|wikivir-000127.s000011|wikivir-000127.s000012|wikivir-000127.s000013|wikivir-000127.s000014|wikivir-000127.s000015|wikivir-000127.s000016|wikivir-000127.s000017|wikivir-000127.s000018|wikivir-000127.s000019|wikivir-000127.s000020|wikivir-000127.s000021|wikivir-000127.s000022|wikivir-000127.s000023|wikivir-000127.s000024|wikivir-000127.s000025|wikivir-000127.s000026|wikivir-000127.s000027|wikivir-000127.s000028	21	300	300	153	še na dolguTudi meščani so se bahali in šopirili z nemščinoposebno mojstri in bogatiniTeh pa ni bilo malo za moje mladostiTakrat se je dobro živelopa tudi veliko zaslužiloDenar se je trkljal od vseh strani skupajda človek skoraj ni vedelod kod in zakajPred letom 1848 je bil krvav trpin samo kmetmešč	wikivir.xml	127	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000128::window::22	window	wikivir-000128	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	mi ni trebalo niti načenjatiDržeč se natanko Vekomirove zapovedisem ostal zadovoljen in srečen do globoke starostiSpominjaj se je vedno tudi tiprijatelj Ponomárin godilo ter vršilo se ti bo vse po svo	wikivir.xml	128	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000128	wikivir-000128.s000200|wikivir-000128.s000201|wikivir-000128.s000202|wikivir-000128.s000203|wikivir-000128.s000204|wikivir-000128.s000205|wikivir-000128.s000206|wikivir-000128.s000207|wikivir-000128.s000208|wikivir-000128.s000209|wikivir-000128.s000210|wikivir-000128.s000211|wikivir-000128.s000212|wikivir-000128.s000213|wikivir-000128.s000214	15	227	227	112	mi ni trebalo niti načenjatiDržeč se natanko Vekomirove zapovedisem ostal zadovoljen in srečen do globoke starostiSpominjaj se je vedno tudi tiprijatelj Ponomárin godilo ter vršilo se ti bo vse po svoji voljikakor si boš želel samSvojo dolgo pripovedko je dovršil berač Miha s hripavim in slabim glas	wikivir.xml	128	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000129::window::9	window	wikivir-000129	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	goreče in stanovitnokakor jo je ta imenitni slovenski doktorGostje naši niso nikoli ničesar slišalikakovega srca je bila proti njemu onaJaz mislim da bi ga bila vzela drage voljeko bi bil imel toliko 	wikivir.xml	129	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000129	wikivir-000129.s000074|wikivir-000129.s000075|wikivir-000129.s000076|wikivir-000129.s000077|wikivir-000129.s000078|wikivir-000129.s000079|wikivir-000129.s000080|wikivir-000129.s000081|wikivir-000129.s000082|wikivir-000129.s000083|wikivir-000129.s000084|wikivir-000129.s000085|wikivir-000129.s000086|wikivir-000129.s000087|wikivir-000129.s000088|wikivir-000129.s000089|wikivir-000129.s000090|wikivir-000129.s000091|wikivir-000129.s000092	19	300	300	142	goreče in stanovitnokakor jo je ta imenitni slovenski doktorGostje naši niso nikoli ničesar slišalikakovega srca je bila proti njemu onaJaz mislim da bi ga bila vzela drage voljeko bi bil imel toliko dohodkovda bi se bila vozila pri njem lahko v kočiji in živela še dalje tako dobro in brezskrbnokako	wikivir.xml	129	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000129::window::13	window	wikivir-000129	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	velike starostiko se ga je prijela huda bolezenki se ni dala ozdravitiNa smrtni postelji se je resnično pokesal vseh svojih grehov in napak in je umrl spokorjenokrepčan s svetimi zakramenti in v trdni	wikivir.xml	129	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							window	wikivir-000129	wikivir-000129.s000110|wikivir-000129.s000111|wikivir-000129.s000112|wikivir-000129.s000113|wikivir-000129.s000114|wikivir-000129.s000115|wikivir-000129.s000116|wikivir-000129.s000117|wikivir-000129.s000118|wikivir-000129.s000119|wikivir-000129.s000120|wikivir-000129.s000121|wikivir-000129.s000122|wikivir-000129.s000123|wikivir-000129.s000124|wikivir-000129.s000125|wikivir-000129.s000126	17	300	300	149	velike starostiko se ga je prijela huda bolezenki se ni dala ozdravitiNa smrtni postelji se je resnično pokesal vseh svojih grehov in napak in je umrl spokorjenokrepčan s svetimi zakramenti in v trdni verida najde človek mir in pravo blaženstvo samo v naročaju vzvišene naše materesvete katoliške cer	wikivir.xml	129	Bajke in povesti o Gorjancih	Janez Trdina		kratka proza							0.0	top
wikivir-000131::window::1	window	wikivir-000131	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	Strastno in stanovitno je ljubil Ivan Slobodin svojo domovinoNastopile so zanjo jako nepovoljne politične in gospodarske razmereNarodni stranki se niso izpolnile niti najpohlevnejše željeZlasti pa so 	wikivir.xml	131	Utopije	Janez Trdina		kratka proza							window	wikivir-000131	wikivir-000131.s000001|wikivir-000131.s000002|wikivir-000131.s000003|wikivir-000131.s000004|wikivir-000131.s000005|wikivir-000131.s000006|wikivir-000131.s000007|wikivir-000131.s000008|wikivir-000131.s000009|wikivir-000131.s000010|wikivir-000131.s000011|wikivir-000131.s000012|wikivir-000131.s000013|wikivir-000131.s000014|wikivir-000131.s000015|wikivir-000131.s000016|wikivir-000131.s000017|wikivir-000131.s000018|wikivir-000131.s000019|wikivir-000131.s000020	21	300	300	167	Strastno in stanovitno je ljubil Ivan Slobodin svojo domovinoNastopile so zanjo jako nepovoljne politične in gospodarske razmereNarodni stranki se niso izpolnile niti najpohlevnejše željeZlasti pa so ubogega kmeta pritiskala bremenakaterih ni mogel nikakor več nositiV vseh okrajih in župah so se mu 	wikivir.xml	131	Utopije	Janez Trdina		kratka proza							0.0	top
wikivir-000237::window::11	window	wikivir-000237	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	novcev nipravi BrašnarTo je pa že žaltavo masloče tega niRekšiudari Anton po konjuLjudjeki so po cesti živino gnali ali prazni šli v semenjpozdravljali so ju vsevprek ali z glavo kimaje ali s kakim vp	wikivir.xml	237	Sosedov sin	Josip Jurčič	19.0	romani							window	wikivir-000237	wikivir-000237.s000087|wikivir-000237.s000088|wikivir-000237.s000089|wikivir-000237.s000090|wikivir-000237.s000091|wikivir-000237.s000092|wikivir-000237.s000093|wikivir-000237.s000094|wikivir-000237.s000095|wikivir-000237.s000096|wikivir-000237.s000097|wikivir-000237.s000098|wikivir-000237.s000099|wikivir-000237.s000100|wikivir-000237.s000101|wikivir-000237.s000102|wikivir-000237.s000103|wikivir-000237.s000104	18	300	300	161	novcev nipravi BrašnarTo je pa že žaltavo masloče tega niRekšiudari Anton po konjuLjudjeki so po cesti živino gnali ali prazni šli v semenjpozdravljali so ju vsevprek ali z glavo kimaje ali s kakim vprašanjemki je bilo nerazumno zaradi voznega ropotaOba sta bila vsem znana možaeden zastopnik novčned	wikivir.xml	237	Sosedov sin	Josip Jurčič	19	romani							0.0	top
wikivir-000237::window::18	window	wikivir-000237	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	Štefanu z vsemi temi in drugimi neugodnostmi boritipripridil in zboljšal je bil v teh dveh letih že mnogoS pomočjo svoje teteBrašnarjeve sestrein edinega hlapcaki ga je bil v službo vzellotil se je km	wikivir.xml	237	Sosedov sin	Josip Jurčič	19.0	romani							window	wikivir-000237	wikivir-000237.s000148|wikivir-000237.s000149|wikivir-000237.s000150|wikivir-000237.s000151|wikivir-000237.s000152|wikivir-000237.s000153|wikivir-000237.s000154|wikivir-000237.s000155|wikivir-000237.s000156|wikivir-000237.s000157|wikivir-000237.s000158|wikivir-000237.s000159	12	300	300	141	Štefanu z vsemi temi in drugimi neugodnostmi boritipripridil in zboljšal je bil v teh dveh letih že mnogoS pomočjo svoje teteBrašnarjeve sestrein edinega hlapcaki ga je bil v službo vzellotil se je kmetovanjadobil nekaj živine v hlev in tako mu je dobro od rok šloda ni samo obresti plačevalnego tudi	wikivir.xml	237	Sosedov sin	Josip Jurčič	19	romani							0.0	top
wikivir-000237::window::19	window	wikivir-000237	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	kriv nego sinBodisi da je starca vest pekla ali da ni imel Štefana radker je videlda se ni čisto nič po njem vrgelali ker ni nobenega človeka rad imelkakor se ni za njegovo izrejo brigaltako se tudi z	wikivir.xml	237	Sosedov sin	Josip Jurčič	19.0	romani							window	wikivir-000237	wikivir-000237.s000153|wikivir-000237.s000154|wikivir-000237.s000155|wikivir-000237.s000156|wikivir-000237.s000157|wikivir-000237.s000158|wikivir-000237.s000159|wikivir-000237.s000160|wikivir-000237.s000161|wikivir-000237.s000162|wikivir-000237.s000163|wikivir-000237.s000164|wikivir-000237.s000165|wikivir-000237.s000166|wikivir-000237.s000167|wikivir-000237.s000168|wikivir-000237.s000169|wikivir-000237.s000170|wikivir-000237.s000171	19	300	300	129	kriv nego sinBodisi da je starca vest pekla ali da ni imel Štefana radker je videlda se ni čisto nič po njem vrgelali ker ni nobenega človeka rad imelkakor se ni za njegovo izrejo brigaltako se tudi zdaj ni pečal zanjMinilo je časi po več dnida nista besede govorilaČe je oče po štiri dni zdoma bil i	wikivir.xml	237	Sosedov sin	Josip Jurčič	19	romani							0.0	top
wikivir-000237::window::59	window	wikivir-000237	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	razvezujeŠtefan ga ni še nikoli videl tako prijaznega poleg sebePripovedoval je razne reči iz prejšnjih letkako je počasi obogatelkako je tu in tam srečno kupčevalkako so ga gospodje po mestnih magazi	wikivir.xml	237	Sosedov sin	Josip Jurčič	19.0	romani							window	wikivir-000237	wikivir-000237.s000612|wikivir-000237.s000613|wikivir-000237.s000614|wikivir-000237.s000615|wikivir-000237.s000616|wikivir-000237.s000617|wikivir-000237.s000618|wikivir-000237.s000619|wikivir-000237.s000620|wikivir-000237.s000621|wikivir-000237.s000622|wikivir-000237.s000623|wikivir-000237.s000624|wikivir-000237.s000625|wikivir-000237.s000626|wikivir-000237.s000627|wikivir-000237.s000628|wikivir-000237.s000629|wikivir-000237.s000630|wikivir-000237.s000631	27	300	300	149	razvezujeŠtefan ga ni še nikoli videl tako prijaznega poleg sebePripovedoval je razne reči iz prejšnjih letkako je počasi obogatelkako je tu in tam srečno kupčevalkako so ga gospodje po mestnih magazinih izkušali prekanitipa se jim ni dalin več takegaTi nisi neumenfantreče Smrekar ŠtefanuZdaj te res	wikivir.xml	237	Sosedov sin	Josip Jurčič	19	romani							0.0	top
wikivir-000256::window::2	window	wikivir-000256	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	tako prijaznega poleg sebePripovedoval je razne reči iz prejšnjih letkako je počasi obogatelkako je tu in tam srečno kupčevalkako so ga gospodje po mestnih magazinih izkušali prekanitipa se jim ni dal	wikivir.xml	256	Sosedov sin	Josip Jurčič	19.0	romani							window	wikivir-000256	wikivir-000256.s000010|wikivir-000256.s000011|wikivir-000256.s000012|wikivir-000256.s000013|wikivir-000256.s000014|wikivir-000256.s000015|wikivir-000256.s000016|wikivir-000256.s000017|wikivir-000256.s000018|wikivir-000256.s000019|wikivir-000256.s000020|wikivir-000256.s000021|wikivir-000256.s000022|wikivir-000256.s000023|wikivir-000256.s000024|wikivir-000256.s000025|wikivir-000256.s000026|wikivir-000256.s000027|wikivir-000256.s000028|wikivir-000256.s000029	27	300	300	148	tako prijaznega poleg sebePripovedoval je razne reči iz prejšnjih letkako je počasi obogatelkako je tu in tam srečno kupčevalkako so ga gospodje po mestnih magazinih izkušali prekanitipa se jim ni dalin več takegaTi nisi neumenfantreče Smrekar ŠtefanuZdaj te res vijepa počasi naprej pridešKmetstva s	wikivir.xml	256	Sosedov sin	Josip Jurčič	19	romani							0.0	top
wikivir-000279::window::52	window	wikivir-000279	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	pravično živeti pri njihObljubil jeda se bo vselej zvesto vsakega greha varovalKo je odmolilje vzel bukvice in palico in se odpravil na potDrugega ni imel s seboj vzetivendar je bil veselker je nesel 	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19.0	povesti			1836.0				window	wikivir-000279	wikivir-000279.s001272|wikivir-000279.s001273|wikivir-000279.s001274|wikivir-000279.s001275|wikivir-000279.s001276|wikivir-000279.s001277|wikivir-000279.s001278|wikivir-000279.s001279|wikivir-000279.s001280|wikivir-000279.s001281|wikivir-000279.s001282|wikivir-000279.s001283|wikivir-000279.s001284|wikivir-000279.s001285|wikivir-000279.s001286|wikivir-000279.s001287|wikivir-000279.s001288|wikivir-000279.s001289|wikivir-000279.s001290|wikivir-000279.s001291	51	300	300	143	pravično živeti pri njihObljubil jeda se bo vselej zvesto vsakega greha varovalKo je odmolilje vzel bukvice in palico in se odpravil na potDrugega ni imel s seboj vzetivendar je bil veselker je nesel s seboj nedolžno srceV PAVLE NAJDE SVOJEGA PRIJATELJA AVGUŠTINA Ko se je Pavle na pot spustil in pre	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19	povesti			1836.0				0.0	top
wikivir-000279::window::53	window	wikivir-000279	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	je tudi pomanjkanje začelo nadlegovatiKer je bil Pavle poniženje zvečer šel vselej v kako kmečko hišokjer je večidel dobre ljudi našelKaj lepega jim je bral iz bukvic ali pa tudi kaj povedalRadi so ga	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19.0	povesti			1836.0				window	wikivir-000279	wikivir-000279.s001296|wikivir-000279.s001297|wikivir-000279.s001298|wikivir-000279.s001299|wikivir-000279.s001300|wikivir-000279.s001301|wikivir-000279.s001302|wikivir-000279.s001303|wikivir-000279.s001304|wikivir-000279.s001305|wikivir-000279.s001306|wikivir-000279.s001307|wikivir-000279.s001308|wikivir-000279.s001309|wikivir-000279.s001310|wikivir-000279.s001311|wikivir-000279.s001312|wikivir-000279.s001313|wikivir-000279.s001314|wikivir-000279.s001315	54	300	300	149	je tudi pomanjkanje začelo nadlegovatiKer je bil Pavle poniženje zvečer šel vselej v kako kmečko hišokjer je večidel dobre ljudi našelKaj lepega jim je bral iz bukvic ali pa tudi kaj povedalRadi so ga poslušaliz veseljem prenočili in mu večerjo in zjutraj kosilo daline da bi bilo treba kaj plačatiOš	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19	povesti			1836.0				0.0	top
wikivir-000279::window::66	window	wikivir-000279	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	da bo spet v šolo hodil in se lepih reči učilPosebno so ga že naprej velike ali visoke šole veselileVso pot je Boga hvalilker mu je toliko dobrotljiv in usmiljenPo poti je tudi premišljevalkaterega st	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19.0	povesti			1836.0				window	wikivir-000279	wikivir-000279.s001623|wikivir-000279.s001624|wikivir-000279.s001625|wikivir-000279.s001626|wikivir-000279.s001627|wikivir-000279.s001628|wikivir-000279.s001629|wikivir-000279.s001630|wikivir-000279.s001631|wikivir-000279.s001632|wikivir-000279.s001633|wikivir-000279.s001634|wikivir-000279.s001635|wikivir-000279.s001636|wikivir-000279.s001637|wikivir-000279.s001638|wikivir-000279.s001639|wikivir-000279.s001640|wikivir-000279.s001641|wikivir-000279.s001642	48	300	300	158	da bo spet v šolo hodil in se lepih reči učilPosebno so ga že naprej velike ali visoke šole veselileVso pot je Boga hvalilker mu je toliko dobrotljiv in usmiljenPo poti je tudi premišljevalkaterega stanu bi se lotilali bi šel v deseto šolo in se učil in pripravljal za duhovski stanali bi se prijel m	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19	povesti			1836.0				0.0	top
wikivir-000279::window::70	window	wikivir-000279	14	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	je opravljal to službo šest let z veseljem in k veselju vsem malim šolarjemNato je bil Pavle izvoljen za poglavarskega svetovalcazavoljo njegove velike učenostibistrosti in pobožnosti mu je bilo izroč	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19.0	povesti			1836.0				window	wikivir-000279	wikivir-000279.s001723|wikivir-000279.s001724|wikivir-000279.s001725|wikivir-000279.s001726|wikivir-000279.s001727|wikivir-000279.s001728|wikivir-000279.s001729|wikivir-000279.s001730|wikivir-000279.s001731|wikivir-000279.s001732|wikivir-000279.s001733|wikivir-000279.s001734|wikivir-000279.s001735|wikivir-000279.s001736|wikivir-000279.s001737|wikivir-000279.s001738|wikivir-000279.s001739|wikivir-000279.s001740|wikivir-000279.s001741|wikivir-000279.s001742	52	300	300	151	je opravljal to službo šest let z veseljem in k veselju vsem malim šolarjemNato je bil Pavle izvoljen za poglavarskega svetovalcazavoljo njegove velike učenostibistrosti in pobožnosti mu je bilo izročeno to imenitno opraviloPri taki imenitni službi je bil vendar vedno ponižen in pohlevenVeč ko je mo	wikivir.xml	279	Sreča v nesreči ali popisovanje čudne zgodbe dveh dvojčkov	Janez Cigler	19	povesti			1836.0				0.0	top
